Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Hour,Minutes,Sales,City,State
172692,Wired Headphones,1,11.99,2019-03-23 16:53:00,"109 River St, Los Angeles, CA 90001",3,16,53,11.99,Los Angeles,CA 90001
172693,Google Phone,1,600.0,2019-03-22 05:54:00,"880 Hickory St, Portland, ME 04101",3,5,54,600.0,Portland,ME 04101
172694,Bose SoundSport Headphones,1,99.99,2019-03-16 18:40:00,"981 Maple St, New York City, NY 10001",3,18,40,99.99,New York City,NY 10001
172695,Apple Airpods Headphones,1,150.0,2019-03-31 12:03:00,"499 11th St, San Francisco, CA 94016",3,12,3,150.0,San Francisco,CA 94016
172696,Apple Airpods Headphones,1,150.0,2019-03-12 17:07:00,"594 West St, Boston, MA 02215",3,17,7,150.0,Boston,MA 02215
172697,Bose SoundSport Headphones,1,99.99,2019-03-22 09:24:00,"819 Wilson St, Los Angeles, CA 90001",3,9,24,99.99,Los Angeles,CA 90001
172698,USB-C Charging Cable,1,11.95,2019-03-21 14:48:00,"928 Ridge St, San Francisco, CA 94016",3,14,48,11.95,San Francisco,CA 94016
172699,Lightning Charging Cable,1,14.95,2019-03-04 08:14:00,"948 Walnut St, Seattle, WA 98101",3,8,14,14.95,Seattle,WA 98101
172700,34in Ultrawide Monitor,1,379.99,2019-03-18 12:19:00,"612 Maple St, Dallas, TX 75001",3,12,19,379.99,Dallas,TX 75001
172701,Lightning Charging Cable,1,14.95,2019-03-18 07:21:00,"113 Johnson St, Seattle, WA 98101",3,7,21,14.95,Seattle,WA 98101
172702,20in Monitor,1,109.99,2019-03-02 20:54:00,"5 Walnut St, Portland, OR 97035",3,20,54,109.99,Portland,OR 97035
172703,Lightning Charging Cable,1,14.95,2019-03-23 13:07:00,"930 River St, Los Angeles, CA 90001",3,13,7,14.95,Los Angeles,CA 90001
172704,Bose SoundSport Headphones,1,99.99,2019-03-12 13:37:00,"990 Hickory St, San Francisco, CA 94016",3,13,37,99.99,San Francisco,CA 94016
172705,Lightning Charging Cable,1,14.95,2019-03-03 13:00:00,"550 12th St, Boston, MA 02215",3,13,0,14.95,Boston,MA 02215
172706,iPhone,1,700.0,2019-03-14 14:33:00,"462 5th St, San Francisco, CA 94016",3,14,33,700.0,San Francisco,CA 94016
172706,Apple Airpods Headphones,1,150.0,2019-03-14 14:33:00,"462 5th St, San Francisco, CA 94016",3,14,33,150.0,San Francisco,CA 94016
172707,Lightning Charging Cable,1,14.95,2019-03-16 10:00:00,"101 Meadow St, Austin, TX 73301",3,10,0,14.95,Austin,TX 73301
172708,AA Batteries (4-pack),1,3.84,2019-03-02 00:29:00,"147 5th St, Los Angeles, CA 90001",3,0,29,3.84,Los Angeles,CA 90001
172709,27in 4K Gaming Monitor,1,389.99,2019-03-17 22:10:00,"151 12th St, San Francisco, CA 94016",3,22,10,389.99,San Francisco,CA 94016
172710,Wired Headphones,1,11.99,2019-03-03 22:52:00,"117 Lake St, New York City, NY 10001",3,22,52,11.99,New York City,NY 10001
172711,AAA Batteries (4-pack),1,2.99,2019-03-17 08:26:00,"712 14th St, Seattle, WA 98101",3,8,26,2.99,Seattle,WA 98101
172712,Apple Airpods Headphones,1,150.0,2019-03-20 10:38:00,"227 Lake St, Austin, TX 73301",3,10,38,150.0,Austin,TX 73301
172713,Wired Headphones,1,11.99,2019-03-16 18:05:00,"217 Hickory St, Boston, MA 02215",3,18,5,11.99,Boston,MA 02215
172714,20in Monitor,1,109.99,2019-03-25 10:14:00,"807 West St, San Francisco, CA 94016",3,10,14,109.99,San Francisco,CA 94016
172715,Wired Headphones,1,11.99,2019-03-30 19:29:00,"987 2nd St, Seattle, WA 98101",3,19,29,11.99,Seattle,WA 98101
172716,iPhone,1,700.0,2019-03-07 08:34:00,"392 Hill St, Atlanta, GA 30301",3,8,34,700.0,Atlanta,GA 30301
172716,Lightning Charging Cable,1,14.95,2019-03-07 08:34:00,"392 Hill St, Atlanta, GA 30301",3,8,34,14.95,Atlanta,GA 30301
172717,AAA Batteries (4-pack),1,2.99,2019-03-04 09:56:00,"36 Wilson St, Los Angeles, CA 90001",3,9,56,2.99,Los Angeles,CA 90001
172718,Lightning Charging Cable,1,14.95,2019-03-23 08:26:00,"912 Lincoln St, Atlanta, GA 30301",3,8,26,14.95,Atlanta,GA 30301
172719,AA Batteries (4-pack),1,3.84,2019-03-07 21:26:00,"156 5th St, Atlanta, GA 30301",3,21,26,3.84,Atlanta,GA 30301
172720,34in Ultrawide Monitor,1,379.99,2019-03-15 09:42:00,"617 Jefferson St, New York City, NY 10001",3,9,42,379.99,New York City,NY 10001
172721,Bose SoundSport Headphones,1,99.99,2019-03-22 18:06:00,"135 Spruce St, Portland, OR 97035",3,18,6,99.99,Portland,OR 97035
172722,AAA Batteries (4-pack),1,2.99,2019-03-13 12:24:00,"878 10th St, New York City, NY 10001",3,12,24,2.99,New York City,NY 10001
172723,Apple Airpods Headphones,1,150.0,2019-03-24 20:37:00,"278 Sunset St, San Francisco, CA 94016",3,20,37,150.0,San Francisco,CA 94016
172724,27in 4K Gaming Monitor,1,389.99,2019-03-20 22:58:00,"19 Madison St, Austin, TX 73301",3,22,58,389.99,Austin,TX 73301
172725,34in Ultrawide Monitor,1,379.99,2019-03-19 09:32:00,"192 1st St, San Francisco, CA 94016",3,9,32,379.99,San Francisco,CA 94016
172725,AA Batteries (4-pack),1,3.84,2019-03-19 09:32:00,"192 1st St, San Francisco, CA 94016",3,9,32,3.84,San Francisco,CA 94016
