Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Hour,Minutes,Sales,City,State
267070,ThinkPad Laptop,1,999.99,2019-10-21 18:40:00,"668 Jefferson St, New York City, NY 10001",10,18,40,999.99,New York City,NY 10001
267071,Bose SoundSport Headphones,1,99.99,2019-10-21 12:37:00,"688 Church St, Los Angeles, CA 90001",10,12,37,99.99,Los Angeles,CA 90001
267072,ThinkPad Laptop,1,999.99,2019-10-15 07:41:00,"988 6th St, Portland, OR 97035",10,7,41,999.99,Portland,OR 97035
267073,USB-C Charging Cable,1,11.95,2019-10-28 20:17:00,"675 Washington St, Dallas, TX 75001",10,20,17,11.95,Dallas,TX 75001
267074,Google Phone,1,600.0,2019-10-05 12:21:00,"91 9th St, New York City, NY 10001",10,12,21,600.0,New York City,NY 10001
267074,Wired Headphones,1,11.99,2019-10-05 12:21:00,"91 9th St, New York City, NY 10001",10,12,21,11.99,New York City,NY 10001
267075,AA Batteries (4-pack),2,3.84,2019-10-05 16:34:00,"7 Forest St, Seattle, WA 98101",10,16,34,7.68,Seattle,WA 98101
267076,Lightning Charging Cable,2,14.95,2019-10-06 09:45:00,"516 Willow St, Los Angeles, CA 90001",10,9,45,29.9,Los Angeles,CA 90001
267077,AA Batteries (4-pack),1,3.84,2019-10-18 16:48:00,"268 Hill St, Boston, MA 02215",10,16,48,3.84,Boston,MA 02215
267078,AAA Batteries (4-pack),1,2.99,2019-10-07 08:24:00,"438 10th St, Dallas, TX 75001",10,8,24,2.99,Dallas,TX 75001
267079,Macbook Pro Laptop,1,1700.0,2019-10-28 13:04:00,"478 14th St, San Francisco, CA 94016",10,13,4,1700.0,San Francisco,CA 94016
267080,AA Batteries (4-pack),1,3.84,2019-10-16 18:43:00,"48 Hill St, Austin, TX 73301",10,18,43,3.84,Austin,TX 73301
267081,Lightning Charging Cable,1,14.95,2019-10-10 12:45:00,"643 Forest St, Boston, MA 02215",10,12,45,14.95,Boston,MA 02215
267082,Apple Airpods Headphones,1,150.0,2019-10-08 10:04:00,"547 Walnut St, Los Angeles, CA 90001",10,10,4,150.0,Los Angeles,CA 90001
267083,Macbook Pro Laptop,1,1700.0,2019-10-18 12:00:00,"434 Jackson St, Atlanta, GA 30301",10,12,0,1700.0,Atlanta,GA 30301
267084,Wired Headphones,1,11.99,2019-10-05 20:33:00,"345 11th St, Austin, TX 73301",10,20,33,11.99,Austin,TX 73301
267085,Lightning Charging Cable,1,14.95,2019-10-19 05:39:00,"569 Hill St, Seattle, WA 98101",10,5,39,14.95,Seattle,WA 98101
267086,Apple Airpods Headphones,1,150.0,2019-10-11 12:44:00,"87 Main St, Boston, MA 02215",10,12,44,150.0,Boston,MA 02215
267087,USB-C Charging Cable,1,11.95,2019-10-23 14:46:00,"682 Jackson St, Atlanta, GA 30301",10,14,46,11.95,Atlanta,GA 30301
267088,Lightning Charging Cable,1,14.95,2019-10-28 16:29:00,"730 Hill St, San Francisco, CA 94016",10,16,29,14.95,San Francisco,CA 94016
267089,Bose SoundSport Headphones,1,99.99,2019-10-18 20:14:00,"402 Maple St, San Francisco, CA 94016",10,20,14,99.99,San Francisco,CA 94016
267090,Macbook Pro Laptop,1,1700.0,2019-10-14 23:43:00,"259 Sunset St, Dallas, TX 75001",10,23,43,1700.0,Dallas,TX 75001
267091,Apple Airpods Headphones,1,150.0,2019-10-05 13:39:00,"912 Forest St, Seattle, WA 98101",10,13,39,150.0,Seattle,WA 98101
267092,AAA Batteries (4-pack),1,2.99,2019-10-27 15:08:00,"942 Ridge St, Boston, MA 02215",10,15,8,2.99,Boston,MA 02215
267093,Wired Headphones,1,11.99,2019-10-06 17:11:00,"268 Cedar St, New York City, NY 10001",10,17,11,11.99,New York City,NY 10001
267094,AA Batteries (4-pack),2,3.84,2019-10-30 10:23:00,"519 Walnut St, Atlanta, GA 30301",10,10,23,7.68,Atlanta,GA 30301
267095,Lightning Charging Cable,1,14.95,2019-10-14 18:22:00,"44 10th St, Portland, OR 97035",10,18,22,14.95,Portland,OR 97035
267096,Macbook Pro Laptop,1,1700.0,2019-10-20 14:08:00,"450 Walnut St, Los Angeles, CA 90001",10,14,8,1700.0,Los Angeles,CA 90001
267097,AA Batteries (4-pack),2,3.84,2019-10-24 05:53:00,"953 Willow St, Boston, MA 02215",10,5,53,7.68,Boston,MA 02215
