Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Hour,Minutes,Sales,City,State
172706,iPhone,1,700.0,2019-03-14 14:33:00,"462 5th St, San Francisco, CA 94016",3,14,33,700.0,San Francisco,CA 94016
172716,iPhone,1,700.0,2019-03-07 08:34:00,"392 Hill St, Atlanta, GA 30301",3,8,34,700.0,Atlanta,GA 30301
172860,iPhone,1,700.0,2019-03-15 03:45:00,"408 Maple St, Boston, MA 02215",3,3,45,700.0,Boston,MA 02215
172866,iPhone,1,700.0,2019-03-27 20:07:00,"765 9th St, Los Angeles, CA 90001",3,20,7,700.0,Los Angeles,CA 90001
172876,iPhone,1,700.0,2019-03-02 06:40:00,"972 Center St, Austin, TX 73301",3,6,40,700.0,Austin,TX 73301
172889,iPhone,1,700.0,2019-03-15 14:57:00,"10 Dogwood St, Seattle, WA 98101",3,14,57,700.0,Seattle,WA 98101
172898,iPhone,1,700.0,2019-03-12 15:19:00,"140 12th St, Los Angeles, CA 90001",3,15,19,700.0,Los Angeles,CA 90001
172912,iPhone,1,700.0,2019-03-06 07:43:00,"656 Main St, San Francisco, CA 94016",3,7,43,700.0,San Francisco,CA 94016
172935,iPhone,1,700.0,2019-03-05 17:48:00,"969 11th St, Seattle, WA 98101",3,17,48,700.0,Seattle,WA 98101
172944,iPhone,1,700.0,2019-03-09 22:43:00,"603 Church St, San Francisco, CA 94016",3,22,43,700.0,San Francisco,CA 94016
172976,iPhone,1,700.0,2019-03-07 17:15:00,"659 South St, San Francisco, CA 94016",3,17,15,700.0,San Francisco,CA 94016
173057,iPhone,1,700.0,2019-03-01 05:40:00,"256 1st St, Atlanta, GA 30301",3,5,40,700.0,Atlanta,GA 30301
173084,iPhone,1,700.0,2019-03-04 22:40:00,"289 7th St, Atlanta, GA 30301",3,22,40,700.0,Atlanta,GA 30301
173205,iPhone,1,700.0,2019-03-27 08:46:00,"227 Hickory St, Atlanta, GA 30301",3,8,46,700.0,Atlanta,GA 30301
173225,iPhone,1,700.0,2019-03-27 14:01:00,"755 Madison St, San Francisco, CA 94016",3,14,1,700.0,San Francisco,CA 94016
173234,iPhone,1,700.0,2019-03-27 12:50:00,"256 Church St, San Francisco, CA 94016",3,12,50,700.0,San Francisco,CA 94016
173248,iPhone,1,700.0,2019-03-19 21:19:00,"175 Forest St, Los Angeles, CA 90001",3,21,19,700.0,Los Angeles,CA 90001
173276,iPhone,1,700.0,2019-03-15 08:35:00,"460 Park St, Dallas, TX 75001",3,8,35,700.0,Dallas,TX 75001
173332,iPhone,1,700.0,2019-03-19 13:46:00,"544 River St, Los Angeles, CA 90001",3,13,46,700.0,Los Angeles,CA 90001
