Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Hour,Minutes,Sales,City,State
267104,iPhone,1,700.0,2019-10-14 21:15:00,"333 10th St, Atlanta, GA 30301",10,21,15,700.0,Atlanta,GA 30301
267127,iPhone,1,700.0,2019-10-07 22:41:00,"630 1st St, New York City, NY 10001",10,22,41,700.0,New York City,NY 10001
267128,iPhone,1,700.0,2019-10-23 01:56:00,"318 Ridge St, Dallas, TX 75001",10,1,56,700.0,Dallas,TX 75001
267136,iPhone,1,700.0,2019-10-28 01:20:00,"678 North St, Dallas, TX 75001",10,1,20,700.0,Dallas,TX 75001
267143,iPhone,1,700.0,2019-10-27 17:04:00,"939 Madison St, Los Angeles, CA 90001",10,17,4,700.0,Los Angeles,CA 90001
267151,iPhone,1,700.0,2019-10-02 10:39:00,"183 Highland St, San Francisco, CA 94016",10,10,39,700.0,San Francisco,CA 94016
267154,iPhone,1,700.0,2019-10-01 18:22:00,"80 6th St, New York City, NY 10001",10,18,22,700.0,New York City,NY 10001
267215,iPhone,1,700.0,2019-10-11 11:27:00,"836 Hill St, Los Angeles, CA 90001",10,11,27,700.0,Los Angeles,CA 90001
267237,iPhone,1,700.0,2019-10-25 00:06:00,"244 Walnut St, San Francisco, CA 94016",10,0,6,700.0,San Francisco,CA 94016
267240,iPhone,1,700.0,2019-10-30 21:07:00,"593 Wilson St, Los Angeles, CA 90001",10,21,7,700.0,Los Angeles,CA 90001
267246,iPhone,1,700.0,2019-10-22 08:50:00,"769 Wilson St, Portland, ME 04101",10,8,50,700.0,Portland,ME 04101
267304,iPhone,1,700.0,2019-10-27 10:57:00,"154 Maple St, San Francisco, CA 94016",10,10,57,700.0,San Francisco,CA 94016
267312,iPhone,1,700.0,2019-10-21 21:35:00,"456 1st St, San Francisco, CA 94016",10,21,35,700.0,San Francisco,CA 94016
267315,iPhone,1,700.0,2019-10-29 18:07:00,"140 8th St, Austin, TX 73301",10,18,7,700.0,Austin,TX 73301
267367,iPhone,1,700.0,2019-10-24 10:00:00,"114 South St, Los Angeles, CA 90001",10,10,0,700.0,Los Angeles,CA 90001
267369,iPhone,1,700.0,2019-10-16 02:39:00,"22 Lakeview St, Boston, MA 02215",10,2,39,700.0,Boston,MA 02215
267372,iPhone,1,700.0,2019-10-04 11:39:00,"540 2nd St, Austin, TX 73301",10,11,39,700.0,Austin,TX 73301
267397,iPhone,1,700.0,2019-10-28 12:49:00,"704 Lakeview St, San Francisco, CA 94016",10,12,49,700.0,San Francisco,CA 94016
267434,iPhone,1,700.0,2019-10-05 08:40:00,"132 Maple St, San Francisco, CA 94016",10,8,40,700.0,San Francisco,CA 94016
267481,iPhone,1,700.0,2019-10-29 12:43:00,"586 6th St, Austin, TX 73301",10,12,43,700.0,Austin,TX 73301
267518,iPhone,1,700.0,2019-10-03 19:17:00,"435 10th St, Los Angeles, CA 90001",10,19,17,700.0,Los Angeles,CA 90001
267547,iPhone,1,700.0,2019-10-05 09:46:00,"762 Willow St, Los Angeles, CA 90001",10,9,46,700.0,Los Angeles,CA 90001
267584,iPhone,1,700.0,2019-10-12 16:28:00,"725 Elm St, Seattle, WA 98101",10,16,28,700.0,Seattle,WA 98101
267643,iPhone,1,700.0,2019-10-23 12:25:00,"109 Cedar St, San Francisco, CA 94016",10,12,25,700.0,San Francisco,CA 94016
267647,iPhone,1,700.0,2019-10-07 19:46:00,"165 Main St, San Francisco, CA 94016",10,19,46,700.0,San Francisco,CA 94016
267659,iPhone,1,700.0,2019-10-11 21:09:00,"997 Pine St, Austin, TX 73301",10,21,9,700.0,Austin,TX 73301
267679,iPhone,1,700.0,2019-10-08 08:31:00,"812 Dogwood St, Dallas, TX 75001",10,8,31,700.0,Dallas,TX 75001
267685,iPhone,1,700.0,2019-10-22 20:03:00,"208 North St, Los Angeles, CA 90001",10,20,3,700.0,Los Angeles,CA 90001
267750,iPhone,1,700.0,2019-10-19 19:16:00,"2 Lake St, Los Angeles, CA 90001",10,19,16,700.0,Los Angeles,CA 90001
267790,iPhone,1,700.0,2019-10-28 19:15:00,"587 Dogwood St, Atlanta, GA 30301",10,19,15,700.0,Atlanta,GA 30301
